Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,ProductURL,SentimentScore,Embedding
11,B0001PB9FE,A3HDKO7OW0QNK4,Canadian Fan,1,1,5,2005-02-08,The Best Hot Sauce in the World,i dont know if its the cactus or the tequila or just the unique combination of ingredients but the flavour of this hot sauce makes it one of a kind we picked up a bottle once on a trip we were on and brought it back home with us and were totally blown away when we realized that we simply couldnt find it anywhere in our city we were bummedbr br now because of the magic of the internet we have a case of the sauce and are ecstatic because of itbr br if you love hot saucei mean really love hot sauce but dont want a sauce that tastelessly burns your throat grab a bottle of tequila picante gourmet de inclan just realize that once you taste it you will never want to use any other saucebr br thank you for the personal incredible service,https://www.amazon.com/dp/B0001PB9FE,5,"[0.0845678299665451, -0.29053977131843567, -0.570891797542572, 0.12942226231098175, -0.04042087495326996, -0.3597787916660309, 0.07820048183202744, 0.23054520785808563, -0.04395829141139984, -0.3841162323951721, 0.09192565083503723, -0.22488532960414886, 0.04183584079146385, -0.37864503264427185, 0.14489255845546722, -0.028440825641155243]"
12,B0009XLVG0,A2725IB4YY9JEB,"A Poeng ""SparkyGoHome""",4,4,5,2010-08-27,"My cats LOVE this ""diet"" food better than their regular food",one of my boys needed to lose some weight and the other didnt i put this food on the floor for the chubby guy and the proteinrich no byproduct food up higher where only my skinny boy can jump the higher food sits going stale they both really go for this food and my chubby boy has been losing about an ounce a week,https://www.amazon.com/dp/B0009XLVG0,1,"[-0.015000531449913979, 0.05291800573468208, -0.3301278352737427, -0.2760871946811676, 0.30225586891174316, 0.055976178497076035, 0.09646793454885483, 0.42148590087890625, -0.023613739758729935, 0.20021355152130127, 0.3338440954685211, -0.3369409739971161, -0.31015291810035706, 0.3784392178058624, -0.12341082096099854, -0.1002616137266159]"
13,B0009XLVG0,A327PCT23YH90,LT,1,1,1,2012-06-13,My Cats Are Not Fans of the New Food,my cats have been happily eating felidae platinum for more than two years i just got a new bag and the shape of the food is different they tried the new food when i first put it in their bowls and now the bowls sit full and the kitties will not touch the food ive noticed similar reviews related to formula changes in the past unfortunately i now need to find a new food that my cats will eat,https://www.amazon.com/dp/B0009XLVG0,4,"[0.05481967329978943, -0.3965892195701599, 0.06485991179943085, 0.062199246138334274, 0.12640653550624847, 0.04221918061375618, -0.06300246715545654, 0.21807387471199036, -0.04191797599196434, -0.007800006307661533, 0.38735219836235046, -0.6883584260940552, -0.0839865505695343, 0.1801217943429947, 0.03574323281645775, 0.3096407949924469]"
14,B001GVISJM,A18ECVX2RJ7HUE,"willie ""roadie""",2,2,4,2010-11-05,fresh and greasy!,good flavor these came securely packed they were fresh and delicious i love these twizzlers,https://www.amazon.com/dp/B001GVISJM,5,"[0.2553836703300476, -0.08682191371917725, -0.7099495530128479, 0.2881821095943451, 0.24581746757030487, -0.2938193678855896, 0.10480126738548279, 0.08626672625541687, -0.0813555046916008, 0.0878041535615921, 0.1768040955066681, 0.043368250131607056, 0.08097115159034729, -0.06209496408700943, 0.33208420872688293, 0.08259398490190506]"
15,B001GVISJM,A2MUGFV2TDQ47K,"Lynrie ""Oh HELL no""",4,5,5,2010-03-12,Strawberry Twizzlers - Yummy,the strawberry twizzlers are my guilty pleasure yummy six pounds will be around for a while with my son and i,https://www.amazon.com/dp/B001GVISJM,4,"[0.3685295581817627, 0.20423822104930878, -0.4143509864807129, -0.1365830898284912, -0.3039095997810364, -0.23145692050457, 0.16184361279010773, 0.5028607249259949, -0.20071348547935486, -0.29509779810905457, 0.2142249345779419, 0.040167175233364105, -0.12395282089710236, -0.029030025005340576, 0.011247298680245876, 0.1262047290802002]"
16,B001GVISJM,A1CZX3CP8IKQIJ,Brian A. Lee,4,5,5,2009-12-29,"Lots of twizzlers, just what you expect.",my daughter loves twizzlers and this shipment of six pounds really hit the spot its exactly what you would expectsix packages of strawberry twizzlers,https://www.amazon.com/dp/B001GVISJM,4,"[0.4420323669910431, 0.03491484001278877, -0.4229792654514313, -0.04872835427522659, -0.04925231263041496, -0.3879215121269226, 0.08230947703123093, 0.14185047149658203, -0.3002771735191345, 0.15480659902095795, 0.084548220038414, -0.1280369609594345, -0.045346423983573914, -0.29932451248168945, 0.4069746434688568, 0.21758662164211273]"
17,B001GVISJM,A3KLWF6WQ5BNYO,Erica Neathery,0,0,2,2012-09-20,poor taste,i love eating them and they are good for watching tv and looking at movies it is not too sweet i like to transfer them to a zip lock baggie so they stay fresh so i can take my time eating them,https://www.amazon.com/dp/B001GVISJM,4,"[0.2109254002571106, -0.3011588454246521, -0.5741435289382935, 0.03488454967737198, 0.013539773412048817, -0.3672157824039459, 0.34456226229667664, 0.19131772220134735, -0.012825901620090008, -0.24823711812496185, 0.3013491928577423, -0.14448770880699158, -0.09356483072042465, -0.04609233886003494, -0.2430972307920456, 0.012266702018678188]"
18,B001GVISJM,AFKW14U97Z6QO,Becca,0,0,5,2012-08-16,Love it!,i am very satisfied with my twizzler purchase i shared these with others and we have all enjoyed them i will definitely be ordering more,https://www.amazon.com/dp/B001GVISJM,5,"[0.1024484634399414, -0.19637587666511536, -0.40901029109954834, 0.026346689090132713, 0.021474020555615425, -0.344563752412796, 0.11371191591024399, 0.2691475749015808, -0.0782565176486969, -0.08555328100919724, 0.3351612091064453, -0.5363363027572632, 0.037659116089344025, 0.06640540808439255, 0.28383904695510864, 0.280313104391098]"
19,B001GVISJM,A2A9X58G2GTBLP,Wolfee1,0,0,5,2011-12-23,GREAT SWEET CANDY!,twizzlers strawberry my childhood favorite candy made in lancaster pennsylvania by y s candies inc one of the oldest confectionery firms in the united states now a subsidiary of the hershey company the company was established in as young and smylie they also make apple licorice twists green color and blue raspberry licorice twists i like them allbr br i keep it in a dry cool place because is not recommended it to put it in the fridge according to the guinness book of records the longest licorice twist ever made measured feet m and weighted pounds kg and was made by y s candies inc this recordbreaking twist became a guinness world record on july this product is kosher thank you,https://www.amazon.com/dp/B001GVISJM,5,"[0.09257810562849045, 0.12415025383234024, -0.17572230100631714, -0.10081705451011658, -0.17559652030467987, 0.016870975494384766, -0.1644016057252884, 0.012468484230339527, -0.5705628991127014, -0.0553770512342453, 0.2422628104686737, -0.5665377378463745, -0.0372953899204731, -0.17786064743995667, 0.21773464977741241, 0.29660212993621826]"
20,B001GVISJM,A3IV7CL2C13K2U,Greg,0,0,5,2011-10-08,Home delivered twizlers,candy was delivered very fast and was purchased at a reasonable price i was home bound and unable to get to a store so this was perfect for me,https://www.amazon.com/dp/B001GVISJM,4,"[0.1134132668375969, -0.2626412510871887, -0.4682217836380005, 0.062321651726961136, 0.29845598340034485, -0.3702877461910248, -0.19414813816547394, 0.4593186676502228, -0.13911083340644836, -0.2286476194858551, 0.046387139707803726, -0.2385624349117279, 0.08189833909273148, -0.16511191427707672, 0.1971832811832428, -0.1289936751127243]"
21,B001GVISJM,A1WO0KGLPR5PV6,mom2emma,0,0,5,2011-08-16,Always fresh,my husband is a twizzlers addict weve bought these many times from amazon because were government employees living overseas and cant get them in the country we are assigned to theyve always been fresh and tasty packed well and arrive in a timely manner,https://www.amazon.com/dp/B001GVISJM,4,"[-0.21180252730846405, 0.1736225038766861, -0.3450701832771301, 0.43375417590141296, -0.08131380379199982, -0.053615160286426544, 0.19657884538173676, 0.34410360455513, -0.26726025342941284, -0.0042061470448970795, 0.30519863963127136, -0.35908564925193787, -0.10094752907752991, 0.09587296843528748, 0.17905953526496887, 0.32598015666007996]"
22,B001GVISJM,AZOF9E17RGZH8,Tammy Anderson,0,0,5,2011-06-25,TWIZZLERS,i bought these for my husband who is currently overseas he loves these and apparently his staff likes them alsobr there are generous amounts of twizzlers in each ounce bag and this was well worth the price a hrefhttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bags pack of a,https://www.amazon.com/dp/B001GVISJM,5,"[0.12205445766448975, 0.05607318878173828, -0.2878786623477936, 0.10904330015182495, -0.35320666432380676, -0.48604023456573486, -0.009404508396983147, 0.3717162609100342, -0.0703364685177803, -0.10942438244819641, 0.18487821519374847, -0.3357858657836914, 0.0549299493432045, 0.14219725131988525, 0.28613659739494324, 0.34493178129196167]"
23,B001GVISJM,ARYVQL4N737A1,Charles Brown,0,0,5,2011-05-09,Delicious product!,i can remember buying this candy as a kid and the quality hasnt dropped in all these years still a superb product you wont be disappointed with,https://www.amazon.com/dp/B001GVISJM,5,"[0.21025720238685608, -0.0006887865019962192, -0.3373672366142273, -0.13790960609912872, 0.0908406674861908, -0.2888169586658478, 0.13303546607494354, 0.26549750566482544, -0.2857586443424225, -0.13934318721294403, 0.28308266401290894, -0.5971304774284363, -0.12930817902088165, 0.024430453777313232, 0.2966538071632385, -0.0022250229958444834]"
24,B001GVISJM,AJ613OLZZUG7V,Mare's,0,0,5,2011-05-04,Twizzlers,i love this candy after weight watchers i had to cut back but still have a craving for it,https://www.amazon.com/dp/B001GVISJM,4,"[0.17299923300743103, -0.0010932257864624262, -0.41053372621536255, -0.32235682010650635, -0.23513837158679962, -0.1698044091463089, 0.11772892624139786, 0.5150041580200195, -0.050518009811639786, -0.1752355992794037, 0.29232555627822876, -0.35718029737472534, -0.2114967405796051, 0.030390676110982895, 0.18194471299648285, 0.09672302007675171]"
25,B001GVISJM,A22P2J09NJ9HKE,"S. Cabanaugh ""jilly pepper""",0,0,5,2011-01-20,Please sell these in Mexico!!,i have lived out of the us for over yrs now and i so miss my twizzlers when i go back to visit or someone visits me i always stock up all i can say is yumbr sell these in mexico and you will have a faithful buyer more often than im able to buy them right now,https://www.amazon.com/dp/B001GVISJM,3,"[-0.11107613891363144, 0.13334921002388, -0.42849162220954895, 0.3525124490261078, -0.09097251296043396, -0.1403878927230835, 0.2528139054775238, 0.33014294505119324, -0.3451845049858093, -0.023080598562955856, 0.026057574898004532, -0.12071815878152847, 0.03056522086262703, 0.16786766052246094, 0.11204034090042114, 0.53339684009552]"
26,B001GVISJM,A3FONPR03H3PJS,"Deborah S. Linzer ""Cat Lady""",0,0,5,2010-10-29,Twizzlers - Strawberry,product received is as advertisedbr br a hrefhttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bags pack of a,https://www.amazon.com/dp/B001GVISJM,3,"[0.01220850832760334, 0.15859714150428772, -0.49255892634391785, 0.15667474269866943, -0.24734745919704437, -0.3784971535205841, -0.19020976126194, 0.1750442534685135, -0.12538251280784607, 0.1262369155883789, 0.43275123834609985, -0.2710569202899933, 0.041972171515226364, 0.09312909841537476, 0.3077959418296814, 0.196724534034729]"
27,B001GVISJM,A3RXAU2N8KV45G,lady21,0,1,1,2012-03-25,Nasty No flavor,the candy is just red no flavor just plan and chewy i would never buy them again,https://www.amazon.com/dp/B001GVISJM,2,"[-0.10861631482839584, 0.04044288769364357, -0.5703873634338379, 0.10655321180820465, -0.19465984404087067, -0.0971478819847107, -0.004812642931938171, -0.0691746324300766, 0.10976922512054443, -0.06868919730186462, 0.15060652792453766, -0.7325229644775391, 0.03965405747294426, -0.05312490463256836, 0.11201436072587967, 0.06893191486597061]"
28,B001GVISJM,AAAS38B98HMIK,Heather Dube,0,1,4,2012-03-16,Great Bargain for the Price,i was so glad amazon carried these batteries i have a hard time finding them elsewhere because they are such a unique size i need them for my garage door openerbr great deal for the price,https://www.amazon.com/dp/B001GVISJM,5,"[0.2572758197784424, -0.37125876545906067, -0.2976221740245819, 0.23357459902763367, 0.2672266960144043, -0.16129493713378906, -0.2554665505886078, -0.05699148029088974, -0.1490824669599533, -0.20299822092056274, 0.21457743644714355, -0.15695272386074066, 0.17739728093147278, -0.15749549865722656, 0.35588011145591736, 0.4121479094028473]"
29,B00144C10S,A2F4LZVGFLD1OB,DaisyH,0,0,5,2012-06-05,YUMMY!,i got this for my mum who is not diabetic but needs to watch her sugar intake and my father who simply chooses to limit unnecessary sugar intake shes the one with the sweet tooth they both loved these toffees you would never guess that theyre sugarfree and its so great that you can eat them pretty much guilt free i was so impressed that ive ordered some for myself w dark chocolate to take to the office so ill eat them instead of snacking on sugary sweetsbr these are just excellent,https://www.amazon.com/dp/B00144C10S,5,"[0.3480205535888672, 0.0021219151094555855, -0.45984798669815063, 0.07061225175857544, 0.05625259131193161, -0.27092739939689636, 0.045535795390605927, 0.5432102680206299, -0.12775437533855438, -0.37885782122612, 0.1008988544344902, -0.23161835968494415, -0.02937588281929493, 0.1054736077785492, -0.19976447522640228, -0.11462312936782837]"
30,B0001PB9FY,A3HDKO7OW0QNK4,Canadian Fan,1,1,5,2005-02-08,The Best Hot Sauce in the World,i dont know if its the cactus or the tequila or just the unique combination of ingredients but the flavour of this hot sauce makes it one of a kind we picked up a bottle once on a trip we were on and brought it back home with us and were totally blown away when we realized that we simply couldnt find it anywhere in our city we were bummedbr br now because of the magic of the internet we have a case of the sauce and are ecstatic because of itbr br if you love hot saucei mean really love hot sauce but dont want a sauce that tastelessly burns your throat grab a bottle of tequila picante gourmet de inclan just realize that once you taste it you will never want to use any other saucebr br thank you for the personal incredible service,https://www.amazon.com/dp/B0001PB9FY,5,"[0.0845678299665451, -0.29053977131843567, -0.570891797542572, 0.12942226231098175, -0.04042087495326996, -0.3597787916660309, 0.07820048183202744, 0.23054520785808563, -0.04395829141139984, -0.3841162323951721, 0.09192565083503723, -0.22488532960414886, 0.04183584079146385, -0.37864503264427185, 0.14489255845546722, -0.028440825641155243]"
31,B003F6UO7K,AFM0O9480F04W,Sherril,0,0,5,2011-02-14,Great machine!,i have never been a huge coffee fan however my mother purchased this little machine and talked me into trying the latte macciato no coffee shop has a better one and i like most of the other products too as a usually noncoffee drinkerbr the little dolche guesto machine is super easy to use and prepares a really good coffeelattecappuccinoetc in less than a minute if water is heated up i would recommend the dolce gusto to anyone too good for the price and iam getting one myself ,https://www.amazon.com/dp/B003F6UO7K,5,"[-0.13360311090946198, -0.13208161294460297, -0.23315337300300598, -0.31444552540779114, 0.15533898770809174, -0.47905847430229187, -0.005678494926542044, 0.40225839614868164, 0.014852841384708881, -0.44283202290534973, 0.08339326828718185, -0.06542495638132095, -0.25068697333335876, 0.13483481109142303, 0.09042119979858398, 0.3150251507759094]"
32,B003F6UO7K,A31OQO709M20Y7,"Molly V. Smith ""staral""",0,1,5,2010-10-29,THIS IS MY TASTE...,this offer is a great price and a great taste thanks amazon for selling this productbr br staral,https://www.amazon.com/dp/B003F6UO7K,5,"[0.20095042884349823, -0.23240190744400024, -0.1752430945634842, 0.19624212384223938, 0.2101787030696869, -0.26743170619010925, 0.04559992998838425, 0.49832695722579956, -0.15038324892520905, -0.10028688609600067, 0.32298967242240906, -0.28494659066200256, -0.23616854846477509, 0.013312730938196182, 0.3069814443588257, 0.3192230463027954]"
33,B001EO5QW8,AOVROBZ8BNTP7,S. Potter,19,19,4,2006-11-13,Best of the Instant Oatmeals,mccanns instant oatmeal is great if you must have your oatmeal but can only scrape together two or three minutes to prepare it there is no escaping the fact however that even the best instant oatmeal is nowhere near as good as even a store brand of oatmeal requiring stovetop preparation still the mccanns is as good as it gets for instant oatmeal its even better than the organic allnatural brands i have tried all the varieties in the mccanns variety pack taste good it can be prepared in the microwave or by adding boiling water so it is convenient in the extreme when time is an issuebr br mccanns use of actual cane sugar instead of high fructose corn syrup helped me decide to buy this product real sugar tastes better and is not as harmful as the other stuff one thing i do not like though is mccanns use of thickeners oats plus water plus heat should make a creamy tasty oatmeal without the need for guar gum but this is a convenience product maybe the guar gum is why after sitting in the bowl a while the instant mccanns becomes too thick and gluey,https://www.amazon.com/dp/B001EO5QW8,4,"[0.02402881719172001, 0.11916553974151611, -0.1703883558511734, 0.0553303100168705, -0.15366844832897186, -0.35140785574913025, 0.42640578746795654, 0.24123047292232513, 0.41171547770500183, -0.15173551440238953, 0.3672579526901245, -0.30984973907470703, 0.10002946853637695, 0.3496682345867157, -0.06567151844501495, 0.07751075178384781]"
34,B001EO5QW8,A3PMM0NFVEJGK9,"Megan ""Bad at Nicknames""",13,13,4,2006-12-17,Good Instant,this is a good instant oatmeal from the best oatmeal brand it uses cane sugar instead of high fructouse corn syrup so not only does it have a better sweetness but some doctors now say that this form of sugar is better for you great on a cold morning when you dont have time to make mccanns steel cut oats the apple cinnamon is the best but the maple and brown sugar or the regular are good too plus they dont require doctoring to actually tell the three flavors apart,https://www.amazon.com/dp/B001EO5QW8,5,"[0.12556283175945282, -0.11742882430553436, -0.2314918488264084, -0.05997658520936966, -0.1319204419851303, -0.26907655596733093, 0.15716388821601868, 0.11957918852567673, 0.10059985518455505, -0.2580442428588867, 0.3339615762233734, -0.5033732652664185, 0.10536806285381317, 0.542266845703125, 0.12986356019973755, 0.1442616879940033]"
35,B001EO5QW8,A2EB6OGOWCRU5H,CorbyJames,9,9,5,2007-03-30,Great Irish oatmeal for those in a hurry!,instant oatmeal can become soggy the minute the water hits the bowl mccanns instant oatmeal holds its texture has excellent flavor and is good for you all at the same time mccanns regular oat meal is excellent too but may take a bit longer to prepare than most have time for in the morning this is the best instant brand ive ever eaten and a very close second to the noninstant varietybr br mccanns instant irish oatmeal variety pack of regular apples cinnamon and maple brown sugar count boxes pack of ,https://www.amazon.com/dp/B001EO5QW8,5,"[-0.09780453890562057, 0.012573448941111565, -0.11521852016448975, 0.058364659547805786, -0.1792287975549698, -0.33301252126693726, 0.539117693901062, -0.11068610846996307, 0.4790036976337433, -0.1342228204011917, 0.3260151147842407, 0.011519864201545715, -0.12682783603668213, 0.38771945238113403, 0.030673252418637276, 0.08027128875255585]"
36,B001EO5QW8,A2CI0RLADCRKPF,T. J. Ryan,3,3,4,2008-05-11,satisfying,mccanns instant irish oatmeal variety pack of regular apples cinnamon and maple brown sugar count boxes pack of br br im a fan of the mccanns steelcut oats so i thought id give the instant variety a try i found it to be a hardy meal not too sweet and great for folks like me postbariatric surgery who need food that is palatable easily digestible with fiber but wont make you bloat,https://www.amazon.com/dp/B001EO5QW8,5,"[-0.19704554975032806, -0.14502552151679993, -0.26384398341178894, 0.08738970011472702, -0.2202969193458557, -0.3710367679595947, 0.33793312311172485, 0.051921501755714417, 0.30108559131622314, -0.07901526242494583, 0.2348782867193222, -0.21655306220054626, 0.06837480515241623, 0.5422693490982056, 0.047044623643159866, 0.24473057687282562]"
37,B001EO5QW8,A1MYS9LFFBIYKM,"Abby Chase ""gluten free""",2,2,5,2007-09-27,Love Gluten Free Oatmeal!!!,for those of us with celiac disease this product is a lifesaver and what could be better than getting it at almost half the price of the grocery or health food store i love mccanns instant oatmeal all flavorsbr br thanksbr abby,https://www.amazon.com/dp/B001EO5QW8,5,"[0.03228561952710152, -0.12117324024438858, 0.30364829301834106, 0.2995615005493164, -0.08245093375444412, -0.2660498321056366, 0.1466134935617447, 0.5043095350265503, -0.12035588175058365, -0.07167202979326248, 0.14385490119457245, -0.2709539830684662, -0.0015062046004459262, 0.5545769929885864, 0.09890025109052658, 0.133637934923172]"
38,B001EO5QW8,A3MGP2E1ZZ6GRB,"Zardoz ""focuspuller""",1,1,5,2009-03-31,it's oatmeal,what else do you need to know oatmeal instant make it with a half cup of lowfat milk and add raisinsnuke for seconds more expensive than kroger store brand oatmeal and maybe a little tastier or better texture or something its still just oatmeal mmm convenient,https://www.amazon.com/dp/B001EO5QW8,4,"[-0.22014343738555908, -0.49078163504600525, -0.29634255170822144, -0.09384942054748535, 0.07745575904846191, -0.16130904853343964, 0.27417969703674316, 0.22105737030506134, 0.28194811940193176, -0.08002619445323944, 0.32467442750930786, -0.2403641939163208, 0.041726719588041306, 0.45216798782348633, 0.05106596648693085, -0.009517747908830643]"
39,B001EO5QW8,A2GHZ2UTV2B0CD,JERRY REITH,0,0,4,2012-10-21,GOOD WAY TO START THE DAY....,i was visiting my friend nate the other morning for coffee he came out of his storage room with a packet of mccanns instant irish oatmeal he suggested that i try it for my own use in my stash sometimes nate dose not give you a chance to say no so i ended up trying the apple and cinn found it to be very tastefull when made with water or powdered milk it goes good with oj and coffee and a slice of toast and your ready to take on the worldor the day at least jerry reith,https://www.amazon.com/dp/B001EO5QW8,4,"[0.08199155330657959, -0.08902483433485031, -0.4453142583370209, -0.13445600867271423, -0.12095972150564194, -0.42148980498313904, 0.41287246346473694, 0.19173604249954224, 0.10930094867944717, -0.33607667684555054, 0.2749948501586914, -0.12583866715431213, -0.05341489985585213, 0.34013187885284424, 0.18590666353702545, 0.001264287275262177]"
40,B001EO5QW8,AO80AC8313NIZ,kYpondman,0,0,5,2011-09-28,Wife's favorite Breakfast,i ordered this for my wife as it was reccomended by our daughter she has this almost every morning and likes all flavors shes happy im happybr a hrefhttpwwwamazoncomgpproductbeoqwmccanns instant irish oatmeal variety pack of regular apples cinnamon and maple brown sugar count boxes pack of a,https://www.amazon.com/dp/B001EO5QW8,5,"[0.21680276095867157, 0.04237385839223862, -0.2814110815525055, 0.08184169232845306, -0.36629393696784973, -0.486860066652298, 0.1461120843887329, 0.08508562296628952, -0.026661062613129616, -0.030226008966565132, 0.18976999819278717, -0.23761798441410065, -0.13793466985225677, 0.5133521556854248, 0.28060007095336914, 0.10062946379184723]"
